"filename", "language", "JSON with Comments", "JSON", "JavaScript", "Markdown", "TypeScript", "Prisma", "CSS", "TypeScript JSX", "SQL", "YAML", "comment", "blank", "total"
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c34093efa25f1000a07660c.json", "JSON", 0, 18343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18344
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c340ae775019f000c97f7c1.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c340bb0e052f2000ae08f1c.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c340d2d5919f2000cf32de2.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c340df0a59c54000ae938bc.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c34101a75019f000bf41475.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c34111b5919f2000cf32dea.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c3411f3ac17c6000cb7e302.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c3412e875019f000ae54492.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c3413e0fa25f1000a07661c.json", "JSON", 0, 23225, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23226
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c34176975019f000ae54499.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c3418c15919f2000cf32df9.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c343584ac17c6000cb7e317.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c34378f6158be000a0db1dc.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c3438b175019f000c97f7e7.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c343ab05919f2000bfb50f8.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c343b88fa25f1000c7bbda5.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c343caefa25f1000a07663c.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c344008a59c54000b3fd01f.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c34411dac17c6000a02a94b.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c34420375019f000ae544ad.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c3442ecac17c6000a02a951.json", "JSON", 0, 18343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18344
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c344396ac17c6000a02a955.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c344d045919f2000ac3192b.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c344f7a4b82ee000ca252ac.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c3450753eefe6000c3b829a.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/simple-income/5c3451009366c2000b33b87e.json", "JSON", 0, 18344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18345
"/Users/guoyufei/Projects/zhkj-ui/data/policy/trade-log.json", "JSON", 0, 785, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 786
"/Users/guoyufei/Projects/zhkj-ui/data/util.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 4, 6, 30
"/Users/guoyufei/Projects/zhkj-ui/lib/ag-grid-local-text.ts", "TypeScript", 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 19, 19, 173
"/Users/guoyufei/Projects/zhkj-ui/lib/chart-options/classification.ts", "TypeScript", 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"/Users/guoyufei/Projects/zhkj-ui/lib/chart-options/income-view.ts", "TypeScript", 0, 0, 0, 0, 390, 0, 0, 0, 0, 0, 2, 7, 399
"/Users/guoyufei/Projects/zhkj-ui/lib/chart-options/policy-basic.ts", "TypeScript", 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 1, 4, 141
"/Users/guoyufei/Projects/zhkj-ui/lib/chart-options/predict.ts", "TypeScript", 0, 0, 0, 0, 55, 0, 0, 0, 0, 0, 0, 2, 57
"/Users/guoyufei/Projects/zhkj-ui/lib/chart-options/regression.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 1, 1, 38
"/Users/guoyufei/Projects/zhkj-ui/lib/constant.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 3, 29
"/Users/guoyufei/Projects/zhkj-ui/lib/data-process-poster.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"/Users/guoyufei/Projects/zhkj-ui/lib/dateUtil.ts", "TypeScript", 0, 0, 0, 0, 95, 0, 0, 0, 0, 0, 0, 18, 113
"/Users/guoyufei/Projects/zhkj-ui/lib/fetcher.ts", "TypeScript", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 7, 28
"/Users/guoyufei/Projects/zhkj-ui/lib/hook/use-chart-image.ts", "TypeScript", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 6, 29
"/Users/guoyufei/Projects/zhkj-ui/lib/hook/use-data-to-table.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 4, 30
"/Users/guoyufei/Projects/zhkj-ui/lib/hook/use-strategy.ts", "TypeScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 9, 46
"/Users/guoyufei/Projects/zhkj-ui/lib/numUtil.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 7, 33
"/Users/guoyufei/Projects/zhkj-ui/lib/path-map.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 3, 5, 21
"/Users/guoyufei/Projects/zhkj-ui/lib/prisma.ts", "TypeScript", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 5, 13
"/Users/guoyufei/Projects/zhkj-ui/lib/provider/antd-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"/Users/guoyufei/Projects/zhkj-ui/lib/provider/antd-registry.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 4, 14
"/Users/guoyufei/Projects/zhkj-ui/lib/provider/swr-config-provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 4, 24
"/Users/guoyufei/Projects/zhkj-ui/lib/util.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 4, 13
"/Users/guoyufei/Projects/zhkj-ui/next.config.js", "JavaScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 5
"/Users/guoyufei/Projects/zhkj-ui/package-lock.json", "JSON", 0, 6579, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6580
"/Users/guoyufei/Projects/zhkj-ui/package.json", "JSON", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"/Users/guoyufei/Projects/zhkj-ui/pnpm-lock.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3287, 0, 443, 3730
"/Users/guoyufei/Projects/zhkj-ui/postcss.config.js", "JavaScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/guoyufei/Projects/zhkj-ui/prisma/migrations/0_init/migration.sql", "SQL", 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 6, 13, 131
"/Users/guoyufei/Projects/zhkj-ui/prisma/schema.prisma", "Prisma", 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 2, 10, 126
"/Users/guoyufei/Projects/zhkj-ui/style/monokai.min.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1
"/Users/guoyufei/Projects/zhkj-ui/tailwind.config.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 1, 1, 17
"/Users/guoyufei/Projects/zhkj-ui/tsconfig.json", "JSON with Comments", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 41
"Total", "-", 52, 583979, 43, 21, 1750, 114, 87, 3878, 112, 3287, 106, 1341, 594770
